total_meters,price,floor,floors_count,rooms_count,location,district,underground
53.3,16600000,5,5,3,1,30,73
73.0,17000000,8,12,3,1,72,328
53.2,17100000,16,16,3,1,47,45
75.5,17300000,3,14,3,1,72,184
83.2,17475035,14,25,3,1,2,2
53.0,17900000,3,9,3,1,56,81
75.0,17990000,8,12,3,1,25,214
73.0,17900000,6,16,3,1,56,81
64.5,17950000,7,12,3,1,17,18
59.5,18800000,15,23,3,1,109,194
60.0,19500000,6,9,3,1,112,193
54.0,20000000,3,16,3,1,91,121
62.0,20200000,9,12,3,1,47,128
74.1,20500000,3,17,3,1,98,154
72.2,20750000,6,14,3,1,34,216
55.0,20900000,2,8,3,1,104,165
65.0,21000000,5,25,3,1,50,189
55.1,21000000,4,9,3,1,27,144
75.0,21355000,9,16,3,1,88,108
55.7,21450000,9,9,3,1,30,75
76.2,21480000,6,17,3,1,15,16
70.0,21500000,22,23,3,1,61,159
79.1,21490000,4,5,3,1,113,193
73.0,21500000,4,5,3,1,84,104
60.0,21500000,8,9,3,1,101,4
56.1,22000000,11,15,3,1,22,97
72.0,22230000,9,17,3,1,66,13
77.1,22500000,11,14,3,1,58,152
61.0,22500000,5,10,3,1,26,31
86.0,22500000,19,24,3,1,74,94
71.9,22450622,17,26,3,1,23,152
60.0,22500000,7,9,3,1,47,45
61.0,22999000,5,27,3,1,111,108
78.3,22750000,3,5,3,1,55,51
65.0,23000000,3,16,3,1,7,224
75.0,23000000,7,17,3,1,89,127
80.3,23000000,4,10,3,1,82,89
59.2,23000000,3,9,3,1,5,5
63.7,23000000,11,16,3,1,42,92
81.0,23500000,5,25,3,1,53,61
107.0,24500000,1,13,3,1,23,114
79.0,25000000,4,22,3,1,27,70
70.0,25000000,7,8,3,1,122,84
55.0,24900000,2,9,3,1,96,31
68.8,25300000,7,8,3,1,93,161
64.1,25200000,9,16,3,1,95,167
76.0,25350000,6,21,3,1,71,15
74.4,25600000,10,17,3,1,92,118
74.3,25600000,3,13,3,1,4,77
55.7,26450000,3,5,3,1,38,17
79.0,26900000,17,22,3,1,24,227
73.8,27000000,8,17,3,1,66,13
84.5,27200000,12,13,3,1,65,135
75.4,27500000,7,12,3,1,34,310
66.8,28000000,5,8,3,1,30,73
76.97,27900000,10,21,3,1,7,64
70.5,27900000,10,14,3,1,56,67
78.0,27970000,4,5,3,1,82,120
54.0,28200000,5,5,3,1,96,31
75.5,28500000,11,22,3,1,107,171
65.0,28800000,16,16,3,1,21,22
77.0,28800000,10,14,3,1,111,108
57.7,29000000,16,18,3,1,47,128
83.3,29300000,2,8,3,1,93,161
67.0,29750000,7,14,3,1,22,97
74.7,29990000,5,26,3,1,22,28
77.7,30000000,10,10,3,1,3,133
78.0,30000000,3,24,3,1,22,28
95.74,30500000,20,25,3,1,17,18
77.0,30799990,7,22,3,1,5,24
86.5,30875000,7,9,3,1,118,227
75.0,31125000,16,27,3,1,11,50
70.0,31500000,22,34,3,1,59,125
63.4,31990000,2,20,3,1,22,97
55.0,32600000,2,26,3,1,21,22
113.5,32500000,6,8,3,1,142,218
76.0,33000000,15,22,3,1,118,227
60.0,33000000,3,15,3,1,113,131
84.1,33000000,14,16,3,1,39,45
104.0,33000000,7,10,3,1,142,115
117.0,33900000,4,9,3,1,89,127
74.0,33950000,12,25,3,1,30,50
71.59,34448877,9,28,3,1,104,165
60.9,34900000,2,4,3,1,43,162
59.0,34900000,22,22,3,1,5,24
67.9,35000000,9,29,3,1,29,34
80.0,35000000,7,8,3,1,40,46
79.0,36000000,22,23,3,1,40,46
101.3,36000000,14,21,3,1,74,185
97.0,35900000,3,17,3,1,5,137
70.6,35900000,11,30,3,1,88,110
105.8,36500000,1,18,3,1,118,87
60.0,36500000,10,11,3,1,82,123
83.7,36900000,6,8,3,1,1,186
113.5,37500000,3,12,3,1,21,102
99.99,37990000,12,12,3,1,84,111
97.9,38000000,23,35,3,1,1,92
53.3,37990000,1,9,3,1,38,270
63.7,38390000,23,34,3,1,24,29
98.0,39500000,7,32,3,1,30,50
64.6,40990000,5,10,3,1,26,305
76.0,41690000,5,6,3,1,16,303
68.3,41500000,8,9,3,1,37,43
77.3,41950000,8,10,3,1,21,22
71.0,42000000,5,15,3,1,22,28
75.0,42500000,12,16,3,1,88,110
103.2,43900000,17,27,3,1,48,6
75.0,43900000,3,21,3,1,59,233
74.9,44900000,5,13,3,1,22,74
103.7,45000000,17,21,3,1,5,5
93.6,45000000,20,30,3,1,88,110
95.1,46123500,3,26,3,1,7,64
75.0,46500000,6,18,3,1,47,232
86.4,47500000,8,13,3,1,40,198
85.0,48000000,6,28,3,1,22,165
90.0,48500000,3,11,3,1,9,240
105.0,48500000,9,23,3,1,48,6
72.1,48500000,3,4,3,1,38,270
75.3,49500000,9,35,3,1,30,50
101.0,50000000,4,10,3,1,37,42
73.0,50100000,6,21,3,1,37,134
110.0,50000000,11,24,3,1,83,140
120.9,52000000,18,24,3,1,33,87
83.9,52499000,16,23,3,1,14,1
100.8,52990000,11,19,3,1,42,92
109.1,53000000,10,17,3,1,30,73
69.0,53500000,8,14,3,1,30,288
82.4,55000000,6,22,3,1,50,56
61.0,55950000,7,7,3,1,38,163
92.0,56130000,11,16,3,1,22,23
98.0,56000000,3,5,3,1,42,92
105.7,57000000,2,17,3,1,30,73
108.8,59000000,18,20,3,1,7,7
67.4,59990000,7,20,3,1,38,203
82.0,60000000,6,12,3,1,16,17
104.0,60400000,3,4,3,1,95,187
101.0,61000000,15,26,3,1,26,305
93.0,61000000,6,17,3,1,30,73
80.0,62300000,5,5,3,1,22,28
79.2,62000000,4,29,3,1,21,22
96.0,64990000,3,5,3,1,9,10
75.0,65000000,3,8,3,1,37,319
88.0,65000000,8,10,3,1,44,52
56.8,9900000,4,9,3,1,60,48
62.9,11200000,2,12,3,1,121,221
58.7,11300000,7,9,3,1,20,220
59.0,12300000,5,9,3,1,20,21
64.0,12450000,2,14,3,1,25,207
51.4,12800000,9,9,3,1,36,175
51.9,12950000,9,9,3,1,120,21
61.5,13000000,8,12,3,1,2,210
60.8,13200000,6,9,3,1,15,16
60.0,13500000,7,9,3,1,4,77
50.8,13500000,5,9,3,1,20,21
64.2,13800000,6,16,3,1,117,33
58.0,14000000,4,9,3,1,81,151
68.0,13950000,7,8,3,1,109,194
63.0,14200000,11,12,3,1,116,65
60.0,14299000,3,9,3,1,103,159
58.3,14500000,8,9,3,1,57,159
57.1,14500000,8,9,3,1,85,77
60.0,14500000,4,9,3,1,73,153
47.0,14500000,6,9,3,1,15,16
63.5,14400000,6,12,3,1,18,219
64.2,14850000,3,10,3,1,20,21
65.0,14800000,10,12,3,1,15,175
58.8,15000000,3,9,3,1,72,93
50.0,15000000,14,18,3,1,1,1
60.0,15000000,2,9,3,1,54,130
59.0,15200000,16,17,3,1,2,2
55.0,15500000,5,5,3,1,59,125
67.0,15500000,9,9,3,1,4,77
57.4,15550000,4,9,3,1,81,151
62.0,15500000,8,12,3,1,66,100
58.5,15600000,7,9,3,1,52,59
56.4,16000000,5,9,3,1,64,77
63.2,16200000,6,14,3,1,93,96
61.0,16200000,4,9,3,1,85,112
63.1,16500000,2,5,3,1,55,194
79.0,16500000,6,14,3,1,100,33
72.5,16500000,2,14,3,1,28,33
59.5,16500000,1,9,3,1,118,296
64.0,16700000,4,14,3,1,89,117
56.3,16790000,7,10,3,1,101,4
60.0,17000000,9,9,3,1,11,12
75.0,16900000,17,17,3,1,36,223
73.0,17000000,12,18,3,1,28,33
66.2,17100000,1,16,3,1,12,48
58.4,17500000,4,9,3,1,39,45
65.0,17500000,16,16,3,1,40,46
59.7,17499000,9,12,3,1,82,171
53.6,17500000,14,23,3,1,25,214
80.0,17600000,2,5,3,1,67,61
74.6,17800000,1,17,3,1,35,40
71.2,18000000,1,5,3,1,82,120
80.0,18000000,1,9,3,1,25,30
67.9,18000000,6,14,3,1,76,21
60.0,17980000,6,9,3,1,70,142
75.0,18500000,6,12,3,1,66,13
83.1,18500000,1,22,3,1,68,142
85.0,18500000,11,14,3,1,98,154
60.0,18500000,8,9,3,1,68,85
60.0,18500000,3,9,3,1,70,142
47.0,18500000,3,6,3,1,7,224
83.0,18500000,16,17,3,1,35,40
78.4,18650000,5,5,3,1,7,64
74.0,19100000,17,17,3,1,66,48
63.2,19300000,3,12,3,1,92,118
65.0,19500000,3,14,3,1,101,4
75.9,19500000,2,22,3,1,65,135
75.6,19500000,1,10,3,1,27,32
81.8,19500000,4,18,3,1,88,116
58.1,19500000,4,5,3,1,33,38
76.0,19500000,15,17,3,1,2,2
77.2,19750000,1,9,3,1,12,48
63.3,19700000,9,12,3,1,43,86
70.3,19890000,4,8,3,1,17,18
71.0,19900000,7,17,3,1,6,25
65.7,19800000,16,21,3,1,68,85
83.0,19900000,16,17,3,1,66,174
57.0,20000000,2,19,3,1,111,235
54.0,20000000,1,9,3,1,45,79
75.0,20250000,2,7,3,1,75,98
77.1,20940000,8,13,3,1,56,67
68.0,21300000,13,16,3,1,68,226
60.0,21300000,6,9,3,1,61,159
89.9,21500000,6,24,3,1,25,54
58.4,21600000,13,25,3,1,42,172
75.0,21500000,8,16,3,1,89,117
80.0,21750000,14,16,3,1,11,12
57.7,22000000,4,9,3,1,122,84
100.0,22000000,1,5,3,1,42,49
56.0,22000000,5,5,3,1,93,96
56.0,22000000,2,9,3,1,48,230
64.8,21900000,4,16,3,1,11,183
64.7,22100000,5,16,3,1,8,178
75.0,22300000,16,17,3,1,6,26
72.6,22300000,5,5,3,1,8,8
68.0,22400000,5,12,3,1,103,159
72.0,22700000,4,5,3,1,97,314
74.4,22700000,1,5,3,1,27,72
82.0,22990000,2,17,3,1,65,135
56.8,22800000,2,5,3,1,38,60
78.0,23000000,4,16,3,1,68,226
64.7,23000000,10,16,3,1,40,46
61.0,23000000,16,22,3,1,29,170
68.7,23500000,13,17,3,1,15,16
93.0,23900000,11,18,3,1,2,2
82.0,23900000,12,17,3,1,77,126
55.5,24000000,23,31,3,1,21,22
75.5,23990000,12,12,3,1,66,13
65.0,24000000,3,4,3,1,75,98
55.0,24600000,8,17,3,1,48,6
64.8,24500000,7,14,3,1,42,49
73.5,24500000,14,17,3,1,77,25
73.0,24500000,18,22,3,1,77,126
85.0,24730000,12,14,3,1,56,67
63.2,24650000,4,5,3,1,16,231
64.0,24800000,3,12,3,1,59,71
93.0,25000000,4,5,3,1,17,18
75.1,25000000,9,11,3,1,34,39
76.7,25000000,5,17,3,1,66,13
70.0,25000000,4,7,3,1,39,45
74.0,25000000,15,17,3,1,66,13
74.2,25500000,15,22,3,1,24,90
70.2,25500000,8,16,3,1,105,192
73.0,26000000,13,16,3,1,119,196
71.8,26400000,6,18,3,1,33,109
77.0,26449000,7,13,3,1,113,215
68.5,26300000,6,24,3,1,12,100
57.1,26500000,5,8,3,1,21,22
63.8,26900000,8,16,3,1,22,74
76.0,26990000,5,15,3,1,82,157
79.0,26700000,3,5,3,1,119,196
60.0,27000000,11,31,3,1,21,22
73.3,27000000,4,21,3,1,50,150
71.2,27000000,4,5,3,1,22,165
55.0,27000000,4,5,3,1,7,289
70.0,27450000,6,16,3,1,13,227
81.4,27500000,2,26,3,1,52,59
71.6,27600000,5,5,3,1,62,304
77.0,28000000,12,16,3,1,119,196
90.0,27950000,5,5,3,1,99,68
60.1,28500000,8,31,3,1,21,22
64.2,29000000,6,7,3,1,38,63
84.0,28990000,7,17,3,1,33,109
91.6,29200000,6,10,3,1,142,115
76.2,29000000,2,14,3,1,52,106
73.4,29700000,3,33,3,1,11,50
56.0,29900000,4,4,3,1,106,180
45.8,29900000,6,8,3,1,106,180
70.5,30000000,10,22,3,1,40,198
83.1,29900000,12,12,3,1,37,107
83.0,29800000,7,23,3,1,51,37
69.0,29900000,2,8,3,1,59,125
71.0,31000000,7,10,3,1,21,22
88.4,30950000,6,17,3,1,67,84
92.6,31000000,3,8,3,1,22,86
70.0,31000000,4,34,3,1,24,29
62.0,31000000,9,14,3,1,40,198
75.0,31000000,4,34,3,1,24,29
82.1,31300000,7,7,3,1,22,287
96.2,32300000,12,33,3,1,109,188
58.9,32300000,6,12,3,1,94,141
71.0,33199000,11,21,3,1,21,22
76.8,33100000,3,7,3,1,62,304
90.1,33500000,20,24,3,1,48,230
93.1,33600000,8,23,3,1,66,174
80.0,33990000,16,22,3,1,24,227
95.7,34000000,5,22,3,1,70,137
85.5,33950000,3,8,3,1,106,169
110.7,34400000,14,23,3,1,89,301
66.7,34795000,13,21,3,1,22,97
81.9,34950000,4,10,3,1,22,165
118.0,34900000,6,9,3,1,25,214
80.5,34900000,3,8,3,1,118,227
65.4,35000000,5,5,3,1,37,319
80.0,35000000,7,7,3,1,83,170
75.0,35000000,12,14,3,1,119,196
59.0,35000000,5,12,3,1,38,60
69.4,35000000,5,14,3,1,22,139
76.3,35000000,12,16,3,1,21,22
58.38,35950000,7,16,3,1,22,97
79.8,36100000,10,22,3,1,40,198
70.0,36500000,5,30,3,1,29,34
